read_code,icd9_code,icd9_code_def
E2401,3040,1
E2402,3040,1
E2403,3040,1
E240z,3040,1
E241.,3041,1
E2410,3041,1
E2411,3041,1
E2412,3041,1
E2413,3041,1
E241z,3041,1
E242.,3042,1
E2420,3042,1
E2421,3042,1
E2422,3042,1
E2423,3042,1
E242z,3042,1
E243.,3043,1
E2430,3043,1
E2431,3043,1
E2432,3043,1
E2433,3043,1
E243z,3043,1
E244.,3044,1
E2440,3044,1
E2441,3044,1
E2442,3044,1
E2443,3044,1
E244z,3044,1
E245.,3045,1
E2450,3045,1
E2451,3045,1
E2452,3045,1
E2453,3045,1
E245z,3045,1
E246.,3046,1
E2460,3046,1
E2461,3046,1
E2462,3046,1
E2463,3046,1
E246z,3046,1
E247.,3046,1
E2470,3046,1
E2471,3046,1
E2472,3046,1
E2473,3046,1
E247z,3046,1
E248.,3047,1
E2480,3047,1
E2481,3047,1
E2482,3047,1
E2483,3047,1
E248z,3047,1
E249.,3048,1
E2490,3048,1
E2491,3048,1
E2492,3048,1
E2493,3048,1
E249z,3048,1
E24A.,3044,1
E24z.,3049,1
E25..,305,1
E250.,3050,1
E2500,3050,1
E2501,3050,1
E2502,3050,1
E2503,3050,1
E250z,3050,1
E251.,3051,1
E2510,3051,1
E2511,3051,1
E2512,3051,1
E2513,3051,1
E251z,3051,1
E252.,3052,1
E2520,3052,1
E2521,3052,1
E2522,3052,1
E2523,3052,1
E252z,3052,1
E253.,3053,1
E2530,3053,1
E2531,3053,1
E2532,3053,1
E2533,3053,1
E253z,3053,1
E254.,3054,1
E2540,3054,1
E2541,3054,1
E2542,3054,1
E2543,3054,1
E254z,3054,1
E255.,3055,1
E2550,3055,1
E2551,3055,1
E2552,3055,1
E2553,3055,1
E255z,3055,1
E256.,3056,1
E2560,3056,1
E2561,3056,1
E2562,3056,1
E2563,3056,1
E256z,3056,1
E257.,3057,1
E2570,3057,1
E2571,3057,1
E2572,3057,1
E2573,3057,1
E257z,3057,1
E258.,3058,1
E2580,3058,1
E2581,3058,1
E2582,3058,1
E2583,3058,1
E258z,3058,1
E259.,3059,1
E2590,3059,1
E2591,3059,1
E2592,3059,1
E2593,3059,1
E2594,3059,1
E259z,3059,1
E25y.,3059,1
E25y0,3059,1
E25y1,3059,1
E25y2,3059,1
E25y3,3059,1
E25yz,3059,1
E25z.,3059,1
E26..,306,1
E260.,3060,1
E2600,3060,1
E2601,3060,1
E260z,3060,1
E261.,3061,1
E2610,3061,1
E2611,3061,1
E2612,3061,1
E2613,3061,1
E2614,3061,1
E2615,3061,1
E261z,3061,1
E262.,3062,1
E2620,3062,1
E2621,3062,1
E2622,3062,1
E2623,3062,1
E262z,3062,1
E263.,3063,1
E2630,3063,1
E263z,3063,1
E264.,3064,1
E2640,3064,1
E2642,3064,1
E2643,3064,1
E2644,3064,1
E2645,3064,1
E264z,3064,1
E265.,3065,1
E2650,3065,1
E2651,3065,1
E2652,3065,1
E2653,3065,1
E265z,3065,1
E266.,3066,1
E267.,3067,1
E26y.,3068,1
E26y0,3068,1
E26yz,3068,1
E26z.,3069,1
E27..,307,1
E270.,3070,1
E271.,3071,1
E272.,3072,1
E2720,3072,1
E2721,3072,1
E2722,3072,1
E2723,3072,1
E272z,3072,1
E273.,3073,1
E2730,3073,1
E2731,3073,1
E2732,3073,1
E273z,3073,1
E274.,3074,1
E2740,3074,1
E2741,3074,1
E2742,3074,1
E2743,3074,1
E2744,3074,1
E2745,3074,1
E2746,3074,1
E2747,3074,1
E2748,3074,1
E2749,3074,1
E274A,3074,1
E274B,3074,1
E274C,3074,1
E274D,3074,1
E274E,3074,1
E274F,3074,1
E274y,3074,1
E274z,3074,1
E275.,3075,1
E2750,3075,1
E2751,3075,1
E2752,3075,1
E2753,3075,1
E2754,3075,1
E2755,3075,1
E2756,3075,1
E2757,3075,1
E2758,3075,1
E275y,3075,1
E275z,3075,1
E276.,3076,1
E2760,3076,1
E2761,3076,1
E276z,3076,1
E277.,3077,1
E2770,3077,1
E2771,3077,1
E277z,3077,1
E278.,3078,1
E2780,3078,1
E2781,3078,1
E2782,3078,1
E278z,3078,1
E27z.,3079,1
E27z0,3079,1
E27z1,3079,1
E27z2,3079,1
E27z3,3079,1
E27z4,3079,1
E27z5,3079,1
E27zz,307,1
E28..,308,1
E280.,3080,1
E281.,3081,1
E282.,3082,1
E283.,3083,1
E2830,3083,1
E2831,3083,1
E283z,3083,1
E284.,3084,1
E28z.,3089,1
E29..,309,1
E290.,3090,1
E2900,3090,1
E290z,3090,1
E291.,3091,1
E292.,3092,1
E2920,3092,1
E2921,3092,1
E2922,3092,1
E2923,3092,1
E2924,3092,1
E2925,3092,1
E292y,3092,1
E292z,3092,1
E293.,3093,1
E2930,3093,1
E2931,3093,1
E2932,3093,1
E293z,3093,1
E294.,3094,1
E29y.,3098,1
E29y0,3098,1
E29y1,3098,1
E29y2,3098,1
E29y3,3098,1
E29y4,3098,1
E29y5,3098,1
E29yz,3098,1
E29z.,3099,1
E2A..,310,1
E2A0.,3100,1
E2A1.,3101,1
E2A10,3101,1
E2A11,3101,1
E2A12,3101,1
E2A1z,3101,1
E2A2.,3102,1
E2A3.,3108,1
E2Ay.,3108,1
E2Az.,3109,1
E2B..,311,1
E2B0.,311+1398,15
E2B1.,311,1
E2C..,312,1
E2C0.,3120,1
E2C00,3120,1
E2C01,3120,1
E2C0z,3120,1
E2C1.,3120,1
E2C10,3120,1
E2C11,3120,1
E2C12,3120,1
E2C1z,3120,1
E2C2.,3121,1
E2C20,3121,1
E2C23,3121,1
E2C2z,3121,1
E2C3.,3122,1
E2C30,3122,1
E2C31,3122,1
E2C32,3122,1
E2C33,3122,1
E2C34,3122,1
E2C35,3122,1
E2C3z,3122,1
E2C4.,3123,1
E2C40,3123,1
E2C4z,3123,1
E2Cy.,3128,1
E2Cy0,3128,1
E2Cyz,3128,1
E2Cz.,3129,1
E2Cz0,3129,1
E2Czz,3129,1
E2D..,313,1
E2D0.,3130,1
E2D00,3130,1
E2D01,3130,1
E2D0z,3130,1
E2D1.,3131,1
E2D2.,3132,1
E2D20,3132,1
E2D21,3132,1
E2D22,3132,1
E2D2z,3132,1
E2D3.,3133,1
E2D30,3133,1
E2D3z,3133,1
E2Dy.,3138,1
E2Dy0,3138,1
E2Dy1,3138,1
E2Dy2,3138,1
E2Dyz,3138,1
E2Dz.,3139,1
E2E..,314,1
E2E0.,3140,1
E2E00,3140,1
E2E01,3140,1
E2E0z,3140,1
E2E1.,3141,1
E2E2.,3142,1
E2Ey.,3148,1
E2Ez.,3149,1
E2F..,315,1
E2F0.,3150,1
E2F00,3150,1
E2F01,3150,1
E2F02,3150,1
E2F03,3150,1
E2F0z,3150,1
E2F1.,3151,1
E2F2.,3152,1
E2F3.,3153,1
E2F30,3153,1
E2F31,3153,1
E2F3z,3153,1
E2F4.,3154,1
E2F5.,3155,1
E2Fy.,3158,1
E2Fz.,3159,1
E2G..,316,1
E2y..,300-316,2
E2z..,300-316,2
E3...,317-319,2
E30..,317,1
E31..,318,1
E310.,3180,1
E311.,3181,1
E312.,3182,1
E31z.,319,1
E3y..,317-319,2
E3z..,319,1
Ey...,290-319,2
Ez...,290-319,2
F....,320-389,2
F0...,320-326,2
F00..,320,1
F000.,3200,1
F001.,3201,1
F002.,3202,1
F003.,3203,1
F004.,3204A 0130D,4
F005.,3205A 0360D,4
F007.,3207A,5
F0070,3207A 0988D,4
F0071,3207A 0270D,4
F0072,3207A 0942D,4
F0073,3207A 0032D,4
F0074,3207A 0904D,4
F0075,3207A 0918D,4
F0076,3207A 0020D,4
F0077,3207A 0398D,4
F0078,3207A 033D,4
F007z,3207A,5
F00y.,3208,1
F00y0,3208,1
F00y1,3208,1
F00y2,3208,1
F00y3,3208,1
F00y4,3208,1
F00y5,3208,1
F00y6,3208,1
F00yz,3208,1
F00z.,3209,1
F01..,321A,5
F010.,3210A,5
F0100,3210A 1175D,4
F010z,3210A,5
F011.,3211A-3217A,2
F0110,3211A 0470D,4
F0111,3212A 0471D,4
F0112,3213A 0530D,4
F0113,3214A 0547D,4
F0114,3215A 0721D,4
F0115,3216A 0490D,4
F0116,3217A 0491D,4
F0117,052,1
F011y,3217A,5
F011z,3217A 0479D,4
F012.,3218A 086D,4
F013.,3218A 135D,4
F01y.,3218A,5
F01y0,3218A 1008D,4
F01yz,3218A,5
F01z.,321A,5
F02..,322,1
F020.,3220,1
F021.,3221,1
F022.,3222,1
F023.,3229,1
F024.,3229,1
F02z.,3229,1
F03..,323,1
F030.,323,1
F0300,3230A 0460D,4
F0301,3231A 0462D,4
F0302,0450D 3232A,7
F0303,3233A,5
F0304,3234A 0543D,4
F0305,3234A 0722D,4
F0306,3234A 0560D,4
F030z,3234A 0499D,4
F031.,3234A,5
F032.,3234A,5
F0320,3234A 084D,4
F0321,3234A 086D,4
F032z,3234A,5
F033.,3234A,5
F0330,3234A 0361D,4
F0331,3234A 0904D,4
F0332,3234A 0948D,4
F0333,3234A 0138D,4
F0334,3234A 1300D,4
F033z,3234A,5
F034.,3235,1
F0340,3235,1
F0341,3235,1
F0342,3235,1
F0343,3235,1
F0344,3235,1
F0345,3235,1
F0346,3235,1
F0347,3235,1
F0348,3235,1
F0349,3235,1
F034A,3235,1
F034B,3235,1
F034C,3235,1
F034D,3235,1
F034E,3235,1
F034F,3235,1
F034G,3235,1
F034H,3235,1
F034J,3235,1
F034x,3235,1
F034y,3235,1
F034z,3235,1
F035.,3236A,5
F0350,3236A 052D,4
F0351,3236A 0550D,4
F035z,3236A,5
F036.,3237A,5
F0360,3237A 984D,4
F0361,3237A 9850D,4
F0362,3237A 9858D,4
F036z,3237A,5
F037.,3239,1
F038.,3238,1
F03X.,3209,1
F03y.,3238,1
F03z.,3239,1
F04..,324,1
F040.,3240,1
F0400,3240,1
F0401,3240,1
F0402,3240,1
F0403,3240,1
F0404,3240,1
F0405,3240,1
F0406,3240A 0138D,4
F040z,3240,1
F041.,3241,1
F0410,3241,1
F0411,3241,1
F0412,3241,1
F0413,3241A 0138D,4
F041z,3241,1
F04X.,3249,1
F04z.,3249,1
F04z0,3249,1
F05..,325,1
F050.,325,1
F0500,325,1
F0501,325,1
F0502,325,1
F0503,325,1
F050z,325,1
F051.,325,1
F0510,325,1
F0511,325,1
F0512,325,1
F0513,325,1
F051z,325,1
F052.,325,1
F0520,325,1
F0521,325,1
F0522,325,1
F0523,325,1
F052z,325,1
F053.,325,1
F0530,325,1
F0531,325,1
F0532,325,1
F053z,325,1
F05z.,325,1
F06..,326,1
F06X.,326,1
F0y..,320-326,2
F0z..,320-326,2
F1...,330-337,2
F10..,330,1
F100.,3300,1
F1000,3300,1
F1001,3300,1
F1002,3300,1
F1003,3300,1
F100z,3300,1
F101.,3301,1
F1010,3301,1
F1011,3301,1
F1012,3301D 3627A,7
F1013,3301,1
F1014,3301,1
F1015,3301D 3627A,7
F101z,3301,1
F102.,3302A 2727D,4
F1020,3302A 2727D,4
F1021,3302A 2727D,4
F102z,3302A 2727D,4
F103.,3303A,5
F1030,3303A 2775D,4
F1031,3303A 2775D,4
F103z,3303A,5
F10y.,3308,1
F10y0,3308,1
F10y1,3308,1
F10yz,3308,1
F10z.,3309,1
F11..,331,1
F110.,3310,1
F1100,3310,1
F1101,3310,1
F111.,3311,1
F112.,3312,1
F113.,3313,1
F1130,3313,1
F113z,3313,1
F114.,3314,1
F115.,3314,1
F11x.,3317,1
F11X.,3314,1
F11x0,3317A 303D,4
F11x1,3317A 2650D,4
F11x2,3317A,5
F11x3,3317A 7423D,4
F11x4,3317A,5
F11x5,3317A 244D,4
F11x6,3317A 2662D,4
F11x7,3315A 0461D,4
F11x8,3316A 0463D,4
F11xz,3317A,5
F11y.,3318,1
F11y0,3318,1
F11y1,3318,1
F11yz,3318,1
F11z.,3319,1
F12..,332,1
F120.,3320,1
F121.,3321,1
F122.,3321,1
F123.,3321,1
F12W.,3321,1
F12X.,3321,1
F12z.,3320,1
F13..,333,1
F130.,3330,1
F1300,3330,1
F1301,3330,1
F1302,3330,1
F1303,3330,1
F1304,3330,1
F1305,3330,1
F1306,3330,1
F130z,3330,1
F131.,3331,1
F1310,3331,1
F1311,3331,1
F1312,3331,1
F131z,3331,1
F132.,3332,1
F1320,3332,1
F1321,3332,1
F1322,3332,1
F132y,3332,1
F132z,3332,1
F133.,3333,1
F134.,3334,1
F135.,3335,1
F1350,3335,1
F1351,3335,1
F1352,3335,1
F135z,3335,1
F136.,3336,1
F1360,3339,1
F137.,3337,1
F1370,3337,1
F1371,3337,1
F1372,3339,1
F137y,3337,1
F137z,3337,1
F138.,3338,1
F1380,3338,1
F1381,3338,1
F1382,3338,1
F1383,3338,1
F138z,3338,1
F13z.,3339,1
F13z0,3339,1
F13z1,3339,1
F13z2,3339,1
F13zz,3339,1
F14..,334,1
F140.,3340,1
F141.,3341,1
F142.,3342,1
F1420,3342,1
F1421,3342,1
F1422,3342,1
F142z,3342,1
F143.,3343,1
F144.,3344A,5
F1440,3344A 303D,4
F1441,3344A 244D,4
F1442,3344A,5
F144z,3344A,5
F145.,3342,1
F14y.,3348,1
F14y0,3348,1
F14y1,3348,1
F14yz,3348,1
F14z.,3349,1
F15..,335,1
F150.,3350,1
F151.,3351,1
F1510,3351,1
F1511,3351,1
F1512,3351,1
F1513,3351,1
F151z,3351,1
F152.,3352,1
F1520,3352,1
F1521,3352,1
F1522,3352,1
F1523,3352,1
F1524,3352,1
F152z,3352,1
F15y.,3358,1
F15z.,3359,1
F16..,336,1
F160.,3360,1
F1600,3360,1
F1601,3360,1
F160z,3360,1
F161.,3361,1
F1610,3361,1
F1611,3361,1
F1612,3361,1
F1613,3361,1
F1614,3361,1
F1615,3361,1
F161z,3361,1
F162.,3362A 2810D,4
F163.,3363A,5
F1630,3363A 7227D,4
F1631,3363A,5
F1632,3363A 721D,4
F163z,3363A,5
F16y.,3368,1
F16y0,3368,1
F16y1,3368,1
F16yz,3368,1
F16z.,3369,1
F17..,337,1
F170.,3370,1
F1700,3370,1
F1701,3379,1
F170z,3370,1
F171.,3371A,5
F1710,3371A 2773D,4
F1711,3371A 2505D,4
F171z,3371A,5
F172.,3379,1
F173.,3379,1
F17z.,3379,1
F1y..,330-337,2
F1z..,330-337,2
F2...,340-349,2
F20..,340,1
F200.,340,1
F201.,340,1
F202.,340,1
F203.,340,1
F20z.,340,1
F21..,341,1
F210.,3410,1
F211.,3411,1
F212.,1369D 3236A,7
F21X.,3419,1
F21y.,3418,1
F21y0,3418,1
F21y1,3418,1
F21y2,3418,1
F21y3,3418,1
F21y4,3418,1
F21y5,3411,1
F21yz,3418,1
F21z.,3419,1
F22..,342,1
F220.,3420,1
F221.,3421,1
F222.,3429,1
F223.,3429,1
F22z.,3429,1
F23..,343,1
F230.,3430,1
F2300,3430,1
F230z,3430,1
F231.,3431,1
F232.,3432,1
F233.,3433,1
F234.,3434,1
F23y.,3438,1
F23y0,3438,1
F23y1,3438,1
F23y2,3439,1
F23y3,3337,1
F23yz,3438,1
F23z.,3439,1
F24..,344,1
F240.,3440,1
F2400,3440,1
F2401,3440,1
F241.,3441,1
F2410,3441,1
F2411,3441,1
F242.,3442,1
F243.,3443,1
F244.,3444,1
F245.,3445,1
F246.,3446,1
F2460,3446,1
F2461,3446,1
F246z,3446,1
F24y.,3448,1
F24y0,3448,1
F24y1,3448,1
F24y2,3330,1
F24yz,3448,1
F24z.,3449,1
F25..,345,1
F250.,3450,1
F2500,3450,1
F2501,3450,1
F2502,3450,1
F2503,3450,1
F2504,3450,1
F250y,3450,1
F250z,3450,1
F251.,3451,1
F2510,3451,1
F2511,3451,1
F2512,3451,1
F2513,3451,1
F2514,3451,1
F2515,3451,1
F2516,3451,1
F251y,3451,1
F251z,3451,1
F252.,3452,1
F253.,3453,1
F254.,3454,1
F2540,3454,1
F2541,3454,1
F2542,3454,1
F2543,3454,1
F2544,3454,1
F254z,3454,1
F255.,3455,1
F2550,3455,1
F2551,3455,1
F2552,3455,1
F2553,3455,1
F2554,3455,1
F2555,3455,1
F255y,3455,1
F255z,3455,1
F256.,3456,1
F2560,3456,1
F2561,3456,1
F256z,3456,1
F257.,3457,1
F258.,3459,1
F25X.,3453,1
F25y.,3458,1
F25y0,3458,1
F25y1,3458,1
F25y2,3455,1
F25y3,3457,1
F25yz,3458,1
F25z.,3459,1
F26..,346,1
F260.,3460,1
F261.,3461,1
F2610,3461,1
F2611,3461,1
F261z,3461,1
F262.,3462,1
F2620,3462,1
F2621,3462,1
F2622,3462,1
F2623,3462,1
F2624,3462,1
F2625,3462,1
F262z,3462,1
F26y.,3468,1
F26y0,3468,1
F26y1,3468,1
F26y2,3468,1
F26y3,3468,1
F26yz,3468,1
F26z.,3469,1
F27..,347,1
F270.,347,1
F271.,347,1
F27z.,347,1
F28..,348,1
F280.,3480,1
F2800,3480,1
F2801,3480,1
F2802,3480,1
F280y,3480,1
F280z,3480,1
F281.,3481,1
F2810,3481,1
F282.,3482,1
F283.,3483,1
F284.,3484,1
F2840,3484,1
F284z,3484,1
F285.,3485,1
F286.,3488,1
F28y.,3488,1
F28y0,3488,1
F28y1,3488,1
F28yz,3488,1
F28z.,3489,1
F29..,349,1
F290.,3490,1
F2900,3490,1
F2901,3490,1
F2902,9970,1
F290y,3490,1
F290z,3490,1
F291.,3491,1
F2910,9970,1
F292.,3492,1
F2920,3492,1
F2921,3492,1
F2923,3492,1
F2924,3492,1
F292z,3492,1
F29X.,3499,1
F29y.,3498,1
F29y0,3498,1
F29y2,3498,1
F29y3,3498,1
F29y4,3369,1
F29y5,3488,1
F29yz,3498,1
F29z.,3499,1
F2W..,7840,1
F2X..,7840,1
F2y..,340-349,2
F2z..,340-349,2
F3...,350-359,2
F30..,350,1
F300.,3500A 0531D,4
F301.,3501,1
F3010,3501,1
F301z,3501,1
F302.,3502,1
F30y.,3508,1
F30z.,3509,1
F31..,351,1
F310.,3510,1
F311.,3511,1
F312.,3518,1
F31y.,3518,1
F31y0,3518,1
F31y1,3518,1
F31yz,3518,1
F31z.,3519,1
F32..,352,1
F320.,3520,1
F321.,3521,1
F322.,3522,1
F323.,3523,1
F324.,3524,1
F325.,3525,1
F326.,3526,1
F3260,3526,1
F3261,3526,1
F3262,3526,1
F3263,135D 3526A,7
F3264,3526,1
F326z,3526,1
F32z.,3529,1
F33..,353,1
F330.,3530,1
F3300,3530,1
F3301,3530,1
F3302,3530,1
F3303,3530,1
F330z,3530,1
F331.,3531,1
F332.,3532,1
F333.,3533,1
F334.,3534,1
F335.,3535,1
F336.,3536,1
F3360,3536,1
F3361,3536,1
F337.,3538,1
F3370,3538,1
F3371,7227D 3363A,7
F3372,7211D 3363A,7
F3373,3538,1
F33y.,3538,1
F33z.,3539,1
F34..,354,1
F340.,3540,1
F341.,3541,1
F3410,3541,1
F3411,3541,1
F3412,3541,1
F341z,3541,1
F342.,3542,1
F3420,3542,1
F3421,3542,1
F3422,3542,1
F342z,3542,1
F343.,3543,1
F3430,3543,1
F3431,3543,1
F3432,3543,1
F343z,3543,1
F344.,3544,1
F345.,3545,1
F3450,3545A 2505D,4
F34y.,3548,1
F34z.,3549,1
F35..,355,1
F350.,3550,1
F351.,3551,1
F352.,3552,1
F353.,3553,1
F354.,3554,1
F355.,3555,1
F356.,3556,1
F3560,3556,1
F3561,3556,1
F356z,3556,1
F357.,3553,1
F358.,3553,1
F35x.,3557,1
F35y.,3558,1
F35z.,3559,1
F35z0,3559A 2505D,4
F36..,356,1
F360.,3560,1
F3600,3560,1
F360z,3560,1
F361.,3561,1
F3610,3561,1
F361z,3561,1
F362.,3562,1
F363.,3563,1
F364.,3564,1
F365.,3538,1
F366.,3569,1
F367.,3569,1
F36y.,3568,1
F36y0,3568,1
F36yz,3568,1
F36z.,3569,1
F37..,357,1
F370.,3570,1
F3700,3570,1
F3701,3570,1
F370z,3570,1
F371.,3571A,5
F3710,3571A 7100D,4
F3711,3571A 4460D,4
F3712,3571A 7140D,4
F371z,3571A,5
F372.,3572A 2505D,4
F3720,3572A 2505D,4
F3721,3572A 2505D,4
F3722,3572A 2505D,4
F373.,3573A,5
F374.,3574A,5
F3740,3574A 2773D,4
F3741,3574A 2650D,4
F3742,3574A 266D,4
F3743,3574A 032D,4
F3744,3574A 0531D,4
F3745,3574A 2512D,4
F3746,3574A 0727D,4
F3747,3574A 2652D,4
F3748,3574A 2771D,4
F3749,3574A 135D,4
F374A,3574A 585D,4
F374z,3574A,5
F375.,3575,1
F376.,3576,1
F377.,3577,1
F378.,3548,1
F37X.,3579,1
F37y.,3578,1
F37y0,9995,1
F37z.,3579,1
F38..,358,1
F380.,3580,1
F3800,3580,1
F3801,3580,1
F380z,3580,1
F381.,3581A,5
F3810,3581A 1991D,4
F3811,3581A,5
F3812,3581A 0051D,4
F3813,3581A 2505D,4
F3814,3581A 244D,4
F3815,3581A 2810D,4
F3816,3581A 242D,4
F381z,3581A,5
F382.,3582,1
F383.,3588,1
F38y.,3588,1
F38z.,3589,1
F39..,359,1
F390.,3590,1
F3900,3590,1
F3901,3590,1
F3902,3590,1
F3903,3590,1
F3904,3590,1
F390z,3590,1
F391.,3591,1
F3910,3591,1
F3911,3591,1
F3912,3591,1
F3913,3591,1
F3914,3591,1
F3915,3591,1
F3916,3591,1
F3917,3591,1
F3918,3591,1
F391y,3591,1
F391z,3591,1
F392.,3592,1
F3920,3592,1
F3921,3592,1
F3922,3592,1
F3923,3592,1
F392y,3592,1
F392z,3592,1
F393.,3593,1
F394.,3594,1
F3940,3594,1
F3941,3594,1
F395.,3595A,5
F3950,3595A 2554D,4
F3951,3595A 2550D,4
F3952,3595A 2532D,4
F3953,3595A 244D,4
F3954,3595A 242D,4
F395z,3595A,5
F396.,3596A,5
F3960,3596A 2773D,4
F3961,3596A 7100D,4
F3962,3596A,5
F3963,3596A 4460D,4
F3964,3596A 7140D,4
F3965,3596A 135D,4
F3966,3596A 7101D,4
F3967,3596A 7102D,4
F396z,3596A,5
F397.,3599,1
F398.,3598,1
F39B.,3591,1
F39W.,3698,1
F39X.,3598,1
F39y.,3598,1
F39z.,3599,1
F3y..,350-359,2
F3y0.,2505D 3359A,7
F3z..,350-359,2
F4...,360-379,2
F40..,360,1
F400.,3600,1
F4000,3600,1
F4001,3600,1
F4002,3600,1
F4003,3600,1
F4004,3600,1
F400z,3600,1
F401.,3601,1
F4010,3601,1
F4011,3601,1
F4012,3601,1
F4013,3601,1
F4014,3601,1
F401z,3601,1
F402.,3602,1
F4020,3602,1
F4021,3602,1
F4022,3602,1
F4023,3602,1
F4024,3602,1
F402z,3602,1
F403.,3603,1
F4030,3603,1
F4031,3603,1
F4032,3603,1
F4033,3603,1
F4034,3603,1
F403z,3603,1
F404.,3604,1
F4040,3604,1
F4041,3604,1
F4042,3604,1
F4043,3604,1
F4044,3604,1
F4045,3604,1
F4046,3604,1
F404z,3604,1
F405.,3605,1
F4050,3605,1
F4051,3605,1
F4052,3605,1
F4053,3605,1
F4054,3605,1
F4055,3605,1
F405x,3605,1
F405y,3605,1
F405z,3605,1
F406.,3606,1
F4060,3606,1
F4061,3606,1
F4062,3606,1
F4063,3606,1
F4064,3606,1
F4065,3606,1
F406x,3606,1
F406y,3606,1
F406z,3606,1
F40y.,3608,1
F40y0,3608,1
F40yz,3608,1
F40z.,3609,1
F41..,361,1
F410.,3610,1
F4100,3610,1
F4101,3610,1
F4102,3610,1
F4103,3610,1
F4104,3610,1
F4105,3610,1
F4106,3610,1
F4107,3610,1
F4108,3610,1
F4109,3610,1
F410z,3610,1
F411.,3611,1
F4110,3611,1
F4111,3611,1
F4112,3611,1
F4113,3611,1
F4114,3611,1
F4115,3611,1
F411z,3611,1
F412.,3612,1
F413.,3613,1
F4130,3613,1
F4131,3613,1
F4132,3613,1
F4133,3613,1
F413z,3613,1
F41y.,3618,1
F41y0,3618,1
F41yz,3618,1
F41z.,3619,1
F42..,362,1
F420.,3620A 2504D,4
F4200,3620A 2504D,4
F4201,3620A 2504D,4
F4202,3620A 2504D,4
F4203,3620A 2504D,4
F420z,3620A 2504D,4
F421.,3621,1
F4210,3621,1
F4211,3621A 4408D,4
F4212,3621,1
F4213,3621,1
F4214,3621,1
F4215,3621,1
F4216,3621,1
F4217,3621,1
F4218,3621,1
F4219,3621,1
F421A,3621,1
F421B,3621,1
F421C,3621,1
F421D,3621,1
F421E,3621,1
F421z,3621,1
F422.,3622,1
F4220,3622,1
F4221,3622A 2826D,4
F422y,3622,1
F422z,3622,1
F423.,3623,1
F4230,3623,1
F4231,3623,1
F4232,3623,1
F4233,3623,1
F4234,3623,1
F4235,3623,1
F4236,435,1
F4237,3623,1
F4238,3623,1
F4239,3623,1
F423A,3623,1
F423z,3623,1
F424.,3624,1
F4240,3624,1
F4241,3624,1
F4242,3624,1
F4243,3624,1
F424z,3624,1
F425.,3625,1
F4250,3625,1
F4251,3625,1
F4252,3625,1
F4253,3625,1
F4254,3625,1
F4255,3625,1
F4256,3625,1
F4257,3625,1
F425z,3625,1
F426.,3626,1
F4260,3626,1
F4261,3626,1
F4262,3626,1
F4263,3626,1
F4264,3626,1
F4265,3626,1
F4266,3626,1
F426z,3626,1
F427.,3627,1
F4270,3627,1
F4271,3627A,5
F4272,3627,1
F4273,3627,1
F4274,3627,1
F4275,3627,1
F4276,3627,1
F4277,3627,1
F4278,3627,1
F4279,3627,1
F427A,3627,1
F427B,3627,1
F427C,3627,1
F427D,3627,1
F427E,3627,1
F427F,3627,1
F427G,3627,1
F427H,3627,1
F427J,3627,1
F427K,3627,1
F427L,3627,1
F427y,3627,1
F427z,3627,1
F42y.,3628,1
F42y0,3628,1
F42y1,3628,1
F42y3,3628,1
F42y4,3628,1
F42y5,3628,1
F42y6,3628,1
F42y7,3628,1
F42y8,3628,1
F42y9,3628,1
F42yA,3628,1
F42yB,3628,1
F42yC,3628,1
F42yD,3628,1
F42yz,3628,1
F42z.,3629,1
F43..,363,1
F430.,3630,1
F4300,3630,1
F4301,3630,1
F4302,3630,1
F4303,3630,1
F4304,3630,1
F4305,3630,1
F4306,3630,1
F4307,3630,1
F430z,3630,1
F431.,3631,1
F4310,3631,1
F4311,3631,1
F4312,3631,1
F4313,3631,1
F4314,3631,1
F4315,3631,1
F431z,3631,1
F432.,3632,1
F4320,3632,1
F4321,3632,1
F4322,3632,1
F4323,3632,1
F4324,3632,1
F432z,3632,1
F433.,3633,1
F4330,3633,1
F4331,3633,1
F4332,3633,1
F4333,3633,1
F4334,3633,1
F4335,3633,1
F433z,3633,1
F434.,3634,1
F4340,3634,1
F4341,3634,1
F4342,3634,1
F4343,3634,1
F434z,3634,1
F435.,3635,1
F4350,3635,1
F4351,3635,1
F4352,3635,1
F4353,3635,1
F4354,3635,1
F4355,3635,1
F4356,3635,1
F4357,3635,1
F4358,3635,1
F4359,3635,1
F435z,3635,1
F436.,3636,1
F4360,3636,1
F4361,3636,1
F4362,3636,1
F436z,3636,1
F437.,3637,1
F4370,3637,1
F4371,3637,1
F4372,3637,1
F437z,3637,1
F43y.,3638,1
F43z.,3639,1
F44..,3640-3649,2
F440.,3640,1
F4400,3640,1
F4401,3640,1
F4402,3640,1
F4403,3640,1
F4404,3640,1
F4405,3640,1
F4406,3640,1
F4407,3648A 2504D,4
F440z,3640,1
F441.,3641,1
F4410,3641,1
F4411,3641,1
F4412,3641,1
F441z,3641,1
F442.,3642,1
F4420,3642,1
F4421,3642,1
F4422,3642,1
F4423,3642,1
F442z,3642,1
F443.,3643,1
F4430,3643,1
F444.,3644,1
F4440,3644,1
F4441,3644,1
F444z,3644,1
F445.,3645,1
F4450,3645,1
F4451,3645,1
F4452,3645,1
F4453,3645,1
F4454,3645,1
F4455,3645,1
F4456,3645,1
F445z,3645,1
F446.,3646,1
F4460,3646,1
