read_code,icd10_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
Eu41.,F41,A,M,C,0,0
Eu410,F410,E,C,C,0,0
Eu413,F413,E,C,C,0,0
Eu41y,F418,G,C,C,0,0
Eu41z,F419,E,C,C,0,0
Eu420,F420,E,C,C,0,0
Eu421,F421,E,C,C,0,0
Eu422,F422,E,C,C,0,0
Eu42y,F428,E,C,C,0,0
Eu42z,F429,E,C,C,0,0
Eu430,F430,G,C,C,0,0
Eu432,F432,G,C,C,0,0
Eu43y,F438,E,C,C,0,0
Eu43z,F439,E,C,C,0,0
Eu44.,F449,D,C,C,0,0
Eu44.,F44,A,M,C,0,0
Eu443,F443,E,C,C,0,0
Eu444,F444,G,C,C,0,0
Eu446,F446,G,C,C,0,0
Eu447,F447,E,C,C,0,0
Eu44y,F448,G,C,C,0,0
Eu44z,F449,E,C,C,0,0
Eu453,F453,G,C,C,0,0
Eu454,F454,G,C,C,0,0
Eu45y,F458,G,C,C,0,0
Eu45z,F459,E,C,C,0,0
Eu46.,F489,D,C,C,0,0
Eu46.,F48,A,M,C,0,0
Eu46y,F488,G,C,C,0,0
Eu46z,F489,E,C,C,0,0
Eu50.,F509,D,C,C,0,0
Eu50.,F50,A,M,C,0,0
Eu502,F502,G,C,C,0,0
Eu505,F505,E,C,C,0,0
Eu50y,F508,G,C,C,0,0
Eu50z,F509,E,C,C,0,0
Eu510,F510,E,C,C,0,0
Eu512,F512,G,C,C,0,0
Eu515,F515,G,C,C,0,0
Eu51y,F518,E,C,C,0,0
Eu51z,F519,E,C,C,0,0
Eu521,F521,E,C,C,0,0
Eu522,F522,G,C,C,0,0
Eu523,F523,G,C,C,0,0
Eu527,F527,G,C,C,0,0
Eu52y,F528,E,C,C,0,0
Eu52z,F529,E,C,C,0,0
Eu53.,F539,D,C,C,0,0
Eu53.,F53,A,M,C,0,0
Eu530,F530,G,C,C,0,0
Eu531,F531,G,C,C,0,0
Eu53y,F538,E,C,C,0,0
Eu53z,F539,E,C,C,0,0
Eu54.,F54X,E,C,C,0,0
Eu55.,F55X,G,C,C,0,0
Eu5z.,F59X,E,C,C,0,0
Eu60.,F609,D,C,C,0,0
Eu60.,F60,A,M,C,0,0
Eu600,F600,G,C,C,0,0
Eu60y,F608,G,C,C,0,0
Eu60z,F609,E,C,C,0,0
Eu61.,F61X,E,C,C,0,0
Eu62.,F629,D,C,C,0,0
Eu62.,F62,A,M,C,0,0
Eu620,F620,G,C,C,0,0
Eu621,F621,E,C,C,0,0
Eu62y,F628,G,C,C,0,0
Eu62z,F629,E,C,C,0,0
Eu63.,F639,D,C,C,0,0
Eu63.,F63,A,M,C,0,0
Eu633,F633,E,C,C,0,0
Eu63y,F638,E,C,C,0,0
Eu63z,F639,E,C,C,0,0
Eu64.,F649,D,C,C,0,0
Eu64.,F64,A,M,C,0,0
Eu641,F641,E,C,C,0,0
Eu642,F642,E,C,C,0,0
Eu64y,F648,E,C,C,0,0
Eu64z,F649,E,C,C,0,0
Eu65.,F659,D,C,C,0,0
Eu65.,F65,A,M,C,0,0
Eu651,F651,E,C,C,0,0
Eu655,F655,G,C,C,0,0
Eu656,F656,E,C,C,0,0
Eu65y,F658,G,C,C,0,0
Eu65z,F659,E,C,C,0,0
Eu66.,F669,D,C,C,0,0
Eu66.,F66,A,M,C,0,0
Eu660,F660,E,C,C,0,0
Eu661,F661,E,C,C,0,0
Eu662,F662,E,C,C,0,0
Eu66y,F668,E,C,C,0,0
Eu66z,F669,E,C,C,0,0
Eu6y.,F688,D,C,C,0,0
Eu6y.,F68,A,M,C,0,0
Eu6y0,F680,E,C,C,0,0
Eu6y1,F681,E,C,C,0,0
Eu6yy,F688,E,C,C,0,0
Eu6z.,F69X,E,C,C,0,0
Eu700,F700,E,C,C,0,0
Eu701,F701,E,C,C,0,0
Eu70y,F708,E,C,C,0,0
Eu70z,F709,E,C,C,0,0
Eu710,F710,E,C,C,0,0
Eu711,F711,E,C,C,0,0
Eu71y,F718,E,C,C,0,0
Eu71z,F719,E,C,C,0,0
Eu720,F720,E,C,C,0,0
Eu721,F721,E,C,C,0,0
Eu72y,F728,E,C,C,0,0
Eu72z,F729,E,C,C,0,0
Eu730,F730,E,C,C,0,0
Eu731,F731,E,C,C,0,0
Eu73y,F738,E,C,C,0,0
Eu73z,F739,E,C,C,0,0
Eu7y.,F789,D,C,C,0,0
Eu7y.,F78,A,M,C,0,0
Eu7y0,F780,E,C,C,0,0
Eu7y1,F781,E,C,C,0,0
Eu7yy,F788,E,C,C,0,0
Eu7yz,F789,E,C,C,0,0
Eu7z.,F799,D,C,C,0,0
Eu7z.,F79,A,M,C,0,0
Eu7z0,F790,E,C,C,0,0
Eu7z1,F791,E,C,C,0,0
Eu7zy,F798,E,C,C,0,0
Eu7zz,F799,E,C,C,0,0
Eu8..,F89X,D,C,C,0,0
Eu8..,F88X,R,C,C,0,0
Eu800,F800,G,C,C,0,0
Eu801,F801,G,C,C,0,0
Eu802,F802,G,C,C,0,0
Eu80y,F808,G,C,C,0,0
Eu80z,F809,G,C,C,0,0
Eu81.,F819,D,C,C,0,0
Eu81.,F81,A,M,C,0,0
Eu811,F811,G,C,C,0,0
Eu812,F812,G,C,C,0,0
Eu813,F813,E,C,C,0,0
Eu81y,F818,G,C,C,0,0
Eu81z,F819,E,C,C,0,0
Eu83.,F83X,E,C,C,0,0
Eu843,F843,G,C,C,0,0
Eu844,F844,E,C,C,0,0
Eu84y,F848,E,C,C,0,0
Eu84z,F849,E,C,C,0,0
Eu8y.,F88X,G,C,C,0,0
Eu8z.,F89X,E,C,C,0,0
Eu900,F900,E,C,C,0,0
Eu90y,F908,E,C,C,0,0
Eu90z,F909,E,C,C,0,0
Eu91.,F919,D,C,C,0,0
Eu91.,F91,A,M,C,0,0
Eu910,F910,E,C,C,0,0
Eu912,F912,G,C,C,0,0
Eu91y,F918,E,C,C,0,0
Eu91z,F919,G,C,C,0,0
Eu92.,F929,D,C,C,0,0
Eu92.,F92,A,M,C,0,0
Eu92y,F928,G,C,C,0,0
Eu93.,F939,D,C,C,0,0
Eu93.,F93,A,M,C,0,0
Eu930,F930,E,C,C,0,0
Eu931,F931,E,C,C,0,0
Eu932,F932,G,C,C,0,0
Eu93y,F938,G,C,C,0,0
Eu93z,F939,E,C,C,0,0
Eu94.,F949,D,C,C,0,0
Eu94.,F94,A,M,C,0,0
Eu940,F940,G,C,C,0,0
Eu941,F941,E,C,C,0,0
Eu94y,F948,E,C,C,0,0
Eu94z,F949,E,C,C,0,0
Eu95.,F959,D,C,C,0,0
Eu95.,F95,A,M,C,0,0
Eu951,F951,E,C,C,0,0
Eu95y,F958,E,C,C,0,0
Eu9y.,F989,D,C,C,0,0
Eu9y.,F98,A,M,C,0,0
Eu9y2,F982,E,C,C,0,0
Eu9y3,F983,E,C,C,0,0
Eu9y4,F984,E,C,C,0,0
Eu9yy,F988,E,C,C,0,0
Eu9yz,F989,E,C,C,0,0
Euz..,F99X,E,C,C,0,0
F0...,G968,G,C,C,0,0
F00..,G009,D,C,C,0,0
F00..,G00,A,M,C,0,0
F00..,G042,R,C,C,0,0
F00..,A010D,D,C,C,0,1
F00..,A022D,R,C,C,0,1
F00..,A170D,R,C,C,0,1
F00..,A228D,R,C,C,0,1
F00..,A27D,R,M,C,0,1
F00..,A321D,R,C,C,0,1
F00..,A390D,R,C,C,0,1
F00..,A504D,R,C,C,0,1
F00..,A514D,R,C,P,0,1
F00..,A521D,R,C,C,0,1
F00..,A548D,R,C,C,0,1
F00..,A692D,R,C,C,0,1
F00..,G01XA,D,C,C,1,1
F00..,G01XA,D,C,C,0,2
F00..,A010D,D,C,C,1,2
F00..,A022D,R,C,C,1,2
F00..,A170D,R,C,C,1,2
F00..,A228D,R,C,C,1,2
F00..,A27D,R,M,C,1,2
F00..,A321D,R,C,C,1,2
F00..,A390D,R,C,C,1,2
F00..,A504D,R,C,C,1,2
F00..,A514D,R,C,C,1,2
F00..,A521D,R,C,C,1,2
F00..,A548D,R,C,C,1,2
F00..,A692D,R,C,C,1,2
F000.,G000,G,C,C,0,0
F001.,G001,E,C,C,0,0
F002.,G002,E,C,C,0,0
F003.,G003,E,C,C,0,0
F004.,A170D,D,C,C,0,0
F004.,G01XA,D,C,C,1,0
F004.,G01XA,D,C,C,0,1
F004.,A170D,D,C,C,1,1
F005.,A390D,D,C,C,0,0
F005.,G01XA,D,C,C,1,0
F005.,G01XA,D,C,C,0,1
F005.,A390D,D,C,C,1,1
F007.,G01XA,D,C,M,0,0
F0070,A548D,D,C,C,0,0
F0070,G01XA,D,C,C,1,0
F0070,G01XA,D,C,C,0,1
F0070,A548D,D,C,C,1,1
F0071,A321D,D,C,C,0,0
F0071,G01XA,D,C,C,1,0
F0071,G01XA,D,C,C,0,1
F0071,A321D,D,C,C,1,1
F0072,A521D,D,C,C,0,0
F0072,G01XA,D,C,C,1,0
F0072,G01XA,D,C,C,0,1
F0072,A521D,D,C,C,1,1
F0073,A022D,D,C,C,0,0
F0073,G01XA,D,C,C,1,0
F0073,G01XA,D,C,C,0,1
F0073,A022D,D,C,C,1,1
F0074,A504D,D,C,C,0,0
F0074,G01XA,D,C,C,1,0
F0074,G01XA,D,C,C,0,1
F0074,A504D,D,C,C,1,1
F0075,A514D,D,C,C,0,0
F0075,G01XA,D,C,C,1,0
F0075,G01XA,D,C,C,0,1
F0075,A514D,D,C,C,1,1
F0076,A010D,D,C,C,0,0
F0076,G01XA,D,C,C,1,0
F0076,G01XA,D,C,C,0,1
F0076,A010D,D,C,C,1,1
F0077,A428D,D,C,C,0,0
F0077,G01XA,D,C,C,1,0
F0077,G01XA,D,C,C,0,1
F0077,A428D,D,C,C,1,1
F0078,A379D,D,C,C,0,0
F0078,A37D,A,M,C,0,0
F0078,G01XA,D,C,C,1,0
F0078,G01XA,D,C,C,0,1
F0078,A379D,D,C,C,1,1
F0078,A37D,A,M,C,1,1
F007z,G01XA,D,C,M,0,0
F00y.,G008,D,C,C,0,0
F00y0,G008,G,C,C,0,0
F00y1,G008,D,C,C,0,0
F00y2,G008,D,C,C,0,0
F00y2,B962,D,C,C,1,0
F00y3,G008,G,C,C,0,0
F00y4,G008,D,C,C,0,0
F00y4,B961,D,C,C,1,0
F00y5,G008,D,C,C,0,0
F00y5,B964,D,C,C,1,0
F00y6,G008,D,C,C,0,0
F00y6,B965,D,C,C,1,0
F00yz,G008,D,C,C,0,0
F00z.,G009,D,C,C,0,0
F01..,G028A,D,C,M,0,0
F010.,B49XD,D,C,C,0,0
F010.,B375D,R,C,C,0,0
F010.,B384D,R,C,C,0,0
F010.,B451D,R,C,C,0,0
F010.,G021A,D,C,C,1,0
F010.,G021A,D,C,C,0,1
F010.,B49XD,D,C,C,1,1
F010.,B375D,R,C,C,1,1
F010.,B384D,R,C,C,1,1
F010.,B451D,R,C,C,1,1
F0100,B451D,D,C,C,0,0
F0100,G021A,D,C,C,1,0
F0100,G021A,D,C,C,0,1
F0100,B451D,D,C,C,1,1
F010z,G021A,D,C,M,0,0
F011.,A878D,D,C,C,0,0
F011.,A87D,A,M,C,0,0
F011.,A809D,R,C,C,0,0
F011.,B003D,R,C,C,0,0
F011.,B010D,R,C,C,0,0
F011.,B021D,R,C,C,0,0
F011.,B051D,R,C,C,0,0
F011.,B060D,R,C,C,0,0
F011.,B261D,R,C,C,0,0
F011.,B27D,R,M,C,0,0
F011.,G020A,D,C,C,1,0
F011.,G020A,D,C,C,0,1
F011.,A878D,D,C,C,1,1
F011.,A87D,A,M,C,1,1
F011.,A809D,R,C,C,1,1
F011.,B003D,R,C,C,1,1
F011.,B010D,R,C,C,1,1
F011.,B021D,R,C,C,1,1
F011.,B051D,R,C,C,1,1
F011.,B060D,R,C,C,1,1
F011.,B261D,R,C,C,1,1
F011.,B27D,R,M,C,1,1
F0110,A870D,D,C,C,0,0
F0110,G020A,D,C,C,1,0
F0110,G020A,D,C,C,0,1
F0110,A870D,D,C,C,1,1
F0111,A870D,D,C,C,0,0
F0111,G020A,D,C,C,1,0
F0111,G020A,D,C,C,0,1
F0111,A870D,D,C,C,1,1
F0112,B021D,D,C,C,0,0
F0112,G020A,D,C,C,1,0
F0112,G020A,D,C,C,0,1
F0112,B021D,D,C,C,1,1
F0113,B003D,D,C,C,0,0
F0113,G020A,D,C,C,1,0
F0113,G020A,D,C,C,0,1
F0113,B003D,D,C,C,1,1
F0114,B261D,D,C,C,0,0
F0114,G020A,D,C,C,1,0
F0114,G020A,D,C,C,0,1
F0114,B261D,D,C,C,1,1
F011y,A878,D,C,C,0,0
F011z,A879,G,C,C,0,0
F012.,B569D,D,C,C,0,0
F012.,G028A,D,C,C,1,0
F012.,G028A,D,C,C,0,1
F012.,B569D,D,C,C,1,1
F013.,D868,G,C,C,0,0
F01y.,G030,G,C,C,0,0
F01yz,G030,G,C,C,0,0
F01z.,G01XA,D,C,M,0,0
F02..,G039,D,C,C,0,0
F020.,G030,D,C,C,0,0
F021.,B832D,D,C,C,0,0
F021.,G052A,D,C,C,1,0
F021.,G052A,D,C,C,0,1
F021.,B832D,D,C,C,1,1
F022.,G031,G,C,C,0,0
F023.,G039,D,C,C,0,0
F023.,G03,A,M,C,0,0
F023.,A170D,D,C,C,0,1
F023.,A390D,R,C,C,0,1
F023.,A521D,R,C,C,0,1
F023.,G01XA,D,C,C,1,1
F023.,G01XA,D,C,C,0,2
F023.,A170D,D,C,C,1,2
F023.,A390D,R,C,C,1,2
F023.,A521D,R,C,C,1,2
F02z.,G039,D,C,C,0,0
F03..,G049,G,C,C,0,0
F030.,G051A,D,C,M,0,0
F0301,A811,G,C,C,0,0
F0302,A809D,D,C,C,0,0
F0302,G051A,D,C,C,1,0
F0302,G051A,D,C,C,0,1
F0302,A809D,D,C,C,1,1
F0303,A852,G,C,C,0,0
F0305,B262D,D,C,C,0,0
F0305,G051A,D,C,C,1,0
F0305,G051A,D,C,C,0,1
F0305,B262D,D,C,C,1,1
F0306,B060D,D,C,C,0,0
F0306,G051A,D,C,C,1,0
F0306,G051A,D,C,C,0,1
F0306,B060D,D,C,C,1,1
F030z,A86X,D,C,C,0,0
F031.,G052A,D,C,M,0,0
F032.,G052A,D,C,M,0,0
F0320,G052A,G,C,C,0,0
F0321,B569D,D,C,C,0,0
F0321,B56D,A,M,C,0,0
F0321,G052A,D,C,C,1,0
F0321,G052A,D,C,C,0,1
F0321,B569D,D,C,C,1,1
F0321,B56D,A,M,C,1,1
F032z,G052A,D,C,M,0,0
F033.,G058A,D,C,M,0,0
F0330,A398D,D,C,C,0,0
F0330,G050A,D,C,C,1,0
F0330,G050A,D,C,C,0,1
F0330,A398D,D,C,C,1,1
F0332,A521D,D,C,C,0,0
F0332,G050A,D,C,C,1,0
F0332,G050A,D,C,C,0,1
F0332,A521D,D,C,C,1,1
F0333,A178D,D,C,C,0,0
F0333,G050A,D,C,C,1,0
F0333,G050A,D,C,C,0,1
F0333,A178D,D,C,C,1,1
F0334,B582D,D,C,C,0,0
F0334,G052A,D,C,C,1,0
F0334,B208,D,C,C,0,1
F0334,G052A,D,C,C,0,2
F0334,B582D,D,C,C,1,2
F033z,G052A,D,C,M,0,0
F034.,G040,G,C,C,0,0
F0340,G040,D,C,C,0,0
F0340,Y580,D,C,C,1,0
F0341,G040,D,C,C,0,0
F0341,Y581,D,C,C,1,0
F0342,G040,D,C,C,0,0
F0342,Y581,D,C,C,1,0
F0343,G040,D,C,C,0,0
F0343,Y582,D,C,C,1,0
F0344,G040,D,C,C,0,0
F0344,Y583,D,C,C,1,0
F0345,G040,D,C,C,0,0
F0345,Y584,D,C,C,1,0
F0346,G040,D,C,C,0,0
F0346,Y585,D,C,C,1,0
F0347,G040,D,C,C,0,0
F0347,Y586,D,C,C,1,0
F0348,G040,D,C,C,0,0
F0348,Y589,D,C,C,1,0
F0349,G040,D,C,C,0,0
F0349,Y590,D,C,C,1,0
F034A,G040,D,C,C,0,0
F034A,Y598,D,C,C,1,0
F034B,G040,D,C,C,0,0
F034B,Y590,D,C,C,1,0
F034C,G040,D,C,C,0,0
F034C,Y590,D,C,C,1,0
F034D,G040,D,C,C,0,0
F034D,Y590,D,C,C,1,0
F034E,G040,D,C,C,0,0
F034E,Y590,D,C,C,1,0
F034F,G040,D,C,C,0,0
F034F,Y590,D,C,C,1,0
F034G,G040,D,C,C,0,0
F034G,Y590,D,C,C,1,0
F034H,G040,D,C,C,0,0
F034H,Y590,D,C,C,1,0
F034J,G040,D,C,C,0,0
F034J,Y590,D,C,C,1,0
F034x,G040,D,C,C,0,0
F034x,Y588,D,C,C,1,0
F034y,G040,D,C,C,0,0
F034y,Y598,D,C,C,1,0
F034z,G040,D,C,C,0,0
F035.,G048,G,C,C,0,0
F0350,B011D,D,C,C,0,0
F0350,G051A,D,C,C,1,0
F0350,G051A,D,C,C,0,1
F0350,B011D,D,C,C,1,1
F0351,B050D,D,C,C,0,0
F0351,G051A,D,C,C,1,0
F0351,G051A,D,C,C,0,1
F0351,B050D,D,C,C,1,1
F035z,G048,D,C,C,0,0
F036.,G92X,D,C,C,0,0
F0360,G92X,G,C,P,0,0
F0361,G92X,G,C,P,0,0
F0362,G92X,G,C,P,0,0
F036z,G92X,D,C,C,0,0
F037.,G373,D,C,C,0,0
F037.,G35X,R,C,C,0,0
F037.,G360,R,C,C,0,0
F03y.,G048,G,C,C,0,0
F03z.,G049,G,C,C,0,0
F0400,G060,D,C,C,0,0
F0401,G060,G,C,C,0,0
F0402,G060,D,C,C,0,0
F0404,G060,G,C,C,0,0
F0405,G060,G,C,C,0,0
F0406,A178D,D,C,C,0,0
F0406,G07XA,D,C,C,1,0
F0406,G07XA,D,C,C,0,1
F0406,A178D,D,C,C,1,1
F040z,G060,D,C,C,0,0
F041.,G061,D,C,C,0,0
F041.,G07XA,R,C,M,0,0
F0410,G061,G,C,C,0,0
F0412,G061,G,C,C,0,0
F0413,A178D,D,C,C,0,0
F0413,G07XA,D,C,C,1,0
F0413,G07XA,D,C,C,0,1
F0413,A178D,D,C,C,1,1
F041z,G061,D,C,C,0,0
F05..,G08X,D,C,C,0,0
F050.,G08X,G,C,C,0,0
F0500,G08X,D,C,C,0,0
F0501,G08X,D,C,C,0,0
F0502,G08X,D,C,C,0,0
F0503,G08X,D,C,C,0,0
F050z,G08X,D,C,C,0,0
F051.,G08X,G,C,C,0,0
F0510,G08X,G,C,C,0,0
F0511,G08X,D,C,C,0,0
F0512,G08X,G,C,C,0,0
F0513,G08X,D,C,C,0,0
F051z,G08X,D,C,C,0,0
F052.,G08X,D,C,C,0,0
F0520,G08X,D,C,C,0,0
F0521,G08X,D,C,C,0,0
F0522,G08X,D,C,C,0,0
F0523,G08X,D,C,C,0,0
F052z,G08X,D,C,C,0,0
F053.,G08X,D,C,C,0,0
F053.,I676,R,C,C,0,0
F0530,G08X,D,C,C,0,0
F0530,I676,R,C,C,0,0
F0531,G08X,D,C,C,0,0
F0531,I676,R,C,C,0,0
F0532,G08X,D,C,C,0,0
F0532,I676,R,C,C,0,0
F053z,G08X,D,C,C,0,0
F05z.,G08X,D,C,C,0,0
F06..,G09X,D,C,C,0,0
F1...,G319,G,C,C,0,0
F10..,G319,D,C,C,0,0
F100.,E752,G,C,C,0,0
F1000,E752,G,C,C,0,0
F1001,D70X,G,C,C,0,0
F1002,E752,G,C,C,0,0
F1003,E752,G,C,C,0,0
F100z,E752,D,C,C,0,0
F101.,E754,G,C,C,0,0
F1010,E754,G,C,C,0,0
F1011,E754,G,C,C,0,0
F1012,E754,G,C,C,0,0
F1013,E750,G,C,C,0,0
F1014,E751,D,C,C,0,0
F1014,E750,A,C,C,0,0
F1015,E754,D,C,C,0,0
F101z,E754,D,C,C,0,0
F102.,E752,D,C,C,0,0
F1020,E752,D,C,C,0,0
F1021,E752,D,C,C,0,0
F102z,E753,D,C,C,0,0
F103.,G328A,D,C,M,0,0
F1030,E761,D,C,C,0,0
F1031,E763,D,C,C,0,0
F103z,G328A,D,C,M,0,0
F10y.,G318,D,C,C,0,0
F10y0,G318,G,C,C,0,0
F10y1,G318,G,C,C,0,0
F10yz,G318,D,C,C,0,0
F10z.,G319,D,C,C,0,0
F11..,G319,D,C,C,0,0
F110.,G309,D,C,C,0,0
F110.,G30,A,M,C,0,0
F110.,G300D,D,C,C,0,1
F110.,F000A,D,C,C,1,1
F110.,G301D,D,C,C,0,2
F110.,F001A,D,C,C,1,2
F110.,G308D,D,C,C,0,3
F110.,F002A,D,C,C,1,3
F110.,G309D,D,C,C,0,4
F110.,F009A,D,C,C,1,4
F110.,F000A,D,C,C,0,5
F110.,G300D,D,C,C,1,5
F110.,F001A,D,C,C,0,6
F110.,G301D,D,C,C,1,6
F110.,F002A,D,C,C,0,7
F110.,G308D,D,C,C,1,7
F110.,F009A,D,C,C,0,8
F110.,G309D,D,C,C,1,8
F111.,G310,D,C,C,0,0
F111.,G310D,D,C,C,0,1
F111.,F020A,D,C,C,1,1
F111.,F020A,D,C,C,0,2
F111.,G310D,D,C,C,1,2
F112.,G311,D,C,C,0,0
F113.,G910,G,C,C,0,0
F1130,G912,E,C,C,0,0
F113z,G910,D,C,C,0,0
F114.,G911,G,C,C,0,0
F11x.,G328A,D,C,M,0,0
F11x0,G312,G,C,C,0,0
F11x1,E511D,D,C,C,0,0
F11x1,G328A,D,C,C,1,0
F11x1,G328A,D,C,C,0,1
F11x1,E511D,D,C,C,1,1
F11x2,I679,D,C,C,0,0
F11x2,I67,A,M,C,0,0
F11x3,Q039,D,C,C,0,0
F11x3,Q03,A,M,C,0,0
F11x4,D489D,D,C,C,0,0
F11x4,G328A,D,C,C,1,0
F11x4,G328A,D,C,C,0,1
F11x4,D489D,D,C,C,1,1
F11x5,E039D,D,C,C,0,0
F11x5,G132A,D,C,C,1,0
F11x5,G132A,D,C,C,0,1
F11x5,E039D,D,C,C,1,1
F11x6,E538D,D,C,C,0,0
F11x6,G328A,D,C,C,1,0
F11x6,G328A,D,C,C,0,1
F11x6,E538D,D,C,C,1,1
F11x7,A810,D,C,C,0,0
F11x8,A812,D,C,C,0,0
F11xz,G319,D,C,C,0,0
F11y0,G937,E,C,P,0,0
F11y1,G119,D,C,C,0,0
F11yz,G318,D,C,C,0,0
F11z.,G319,G,C,C,0,0
F12..,G20X,D,C,C,0,0
F12..,G21,R,M,P,0,0
F12..,G22XA,R,C,M,0,0
F121.,G211,D,C,C,0,0
F121.,G210,A,C,C,0,0
F12z.,G20X,D,C,C,0,0
F13..,G259,G,C,C,0,0
F130.,G239,D,C,C,0,0
F1300,G238,D,C,C,0,0
F1301,G230,G,C,C,0,0
F1302,G232,E,C,C,0,0
F1303,G20X,D,C,C,0,0
F1304,G231,G,C,C,0,0
F1305,G238,G,C,C,0,0
F130z,G239,D,C,C,0,0
F131.,G252,D,C,C,0,0
F1310,G250,G,C,C,0,0
F1311,G250,G,C,C,0,0
F131z,G252,D,C,C,0,0
F1320,G253,G,C,C,0,0
F1321,G403,G,C,C,0,0
F1322,G404,D,C,C,0,0
F132y,G253,G,C,C,0,0
F132z,G253,G,C,C,0,0
F133.,G256,G,C,P,0,0
F134.,G10X,G,C,C,0,0
F135.,G255,G,C,C,0,0
F1350,G255,G,C,C,0,0
F1351,G255,G,C,C,0,0
F135z,G255,D,C,C,0,0
F136.,G241,G,C,C,0,0
F137.,G242,G,C,C,0,0
F1371,G803,G,C,C,0,0
F137y,G248,D,C,C,0,0
F137z,G248,D,C,C,0,0
F138.,G248,D,C,C,0,0
F1380,G245,G,C,C,0,0
F1381,G244,G,C,C,0,0
F1382,G243,G,C,C,0,0
F1383,G258,G,C,C,0,0
F138z,G248,D,C,C,0,0
F13z.,G259,D,C,C,0,0
F13z.,G25,A,M,C,0,0
F13z.,G20X,R,C,C,0,0
F13z.,G21,R,M,C,0,0
F13z.,G22XA,R,C,M,0,0
F13z.,G23,R,M,C,0,0
F13z.,G24,R,M,C,0,0
F13z.,G26XA,R,C,M,0,0
F13z0,G259,D,C,C,0,0
F13z0,G25,A,M,C,0,0
F13z0,G26XA,R,C,M,0,0
F13z1,G258,G,C,C,0,0
F13z2,G258,G,C,C,0,0
F13zz,G259,D,C,C,0,0
F14..,G119,G,C,C,0,0
F140.,G111,G,C,C,0,0
F141.,G114,E,C,C,0,0
F142.,G119,D,C,C,0,0
F1420,G112,D,C,C,0,0
F1421,G112,D,C,C,0,0
F1422,G111,G,C,C,0,0
F142z,G119,D,C,C,0,0
F143.,G119,G,C,C,0,0
F144.,G138A,D,C,M,0,0
F1440,G312,G,C,C,0,0
F1441,E039D,D,C,C,0,0
F1441,E03D,A,M,C,0,0
F1441,G132A,D,C,C,1,0
F1441,G132A,D,C,C,0,1
F1441,E039D,D,C,C,1,1
F1441,E03D,A,M,C,1,1
F1442,D489D,D,C,C,0,0
F1442,G131A,D,C,C,1,0
F1442,G131A,D,C,C,0,1
F1442,D489D,D,C,C,1,1
F144z,G138A,D,C,M,0,0
F14y.,G118,D,C,C,0,0
F14y0,G113,G,C,C,0,0
F14y1,G118,D,C,C,0,0
F14yz,G118,D,C,C,0,0
F14z.,G119,D,C,C,0,0
F15..,G122,D,C,C,0,0
F150.,G120,G,C,C,0,0
F151.,G129,D,C,C,0,0
F151.,G12,A,M,C,0,0
F1510,G129,D,C,C,0,0
F1511,G121,G,C,C,0,0
F1512,G121,G,C,C,0,0
F151z,G129,D,C,C,0,0
F152.,G122,G,C,C,0,0
F1521,G122,G,C,C,0,0
F1522,G122,G,C,C,0,0
F1523,G122,G,C,C,0,0
F1524,G122,G,C,C,0,0
F152z,G122,D,C,C,0,0
F15y.,G128,D,C,C,0,0
F15z.,G128,D,C,C,0,0
F16..,G128,D,C,C,0,0
F160.,G950,D,C,C,0,0
F1600,G950,G,C,C,0,0
F1601,G950,G,C,C,0,0
F160z,G950,D,C,C,0,0
F161.,G951,D,C,C,0,0
F1610,G951,D,C,C,0,0
F1611,G951,D,C,C,0,0
F1612,G951,D,C,C,0,0
F1613,G951,D,C,C,0,0
F1614,G951,G,C,C,0,0
F161z,G951,D,C,C,0,0
F162.,E538D,D,C,C,0,0
F162.,D510D,R,C,C,0,0
F162.,D513D,R,C,C,0,0
F162.,D519D,R,C,C,0,0
F162.,G320A,D,C,C,1,0
F162.,G320A,D,C,C,0,1
F162.,E538D,D,C,C,1,1
F162.,D510D,R,C,C,1,1
F162.,D513D,R,C,C,1,1
F162.,D519D,R,C,C,1,1
F163.,G992A,D,C,M,0,0
F1630,M510D,D,C,C,0,0
F1630,G992A,D,C,C,1,0
F1630,G992A,D,C,C,0,1
F1630,M510D,D,C,C,1,1
F1631,D489D,D,C,C,0,0
F1631,G992A,D,C,C,1,0
F1631,G992A,D,C,C,0,1
F1631,D489D,D,C,C,1,1
F1632,M471D,D,P,C,0,0
F1632,G992A,D,C,C,1,0
F1632,G992A,D,C,C,0,1
F1632,M471D,D,P,C,1,1
F163z,G992A,D,C,M,0,0
F16y.,G958,D,C,C,0,0
F16y0,G958,D,C,C,0,0
F16y1,G958,D,C,C,0,0
F16yz,G958,D,C,C,0,0
F16z.,G959,G,C,C,0,0
F17..,G909,D,C,C,0,0
F17..,G90,A,M,C,0,0
F17..,G991A,D,C,M,0,1
F17..,G990A,A,C,M,0,1
F170.,G900,D,C,C,0,0
F1700,G900,G,C,C,0,0
F1701,G902,D,C,C,0,0
F170z,G909,D,C,C,0,0
F171.,G991A,D,C,M,0,0
F1710,E854D,D,C,C,0,0
F1710,G990A,D,C,C,1,0
F1710,E851,D,C,C,0,1
F1710,G990A,D,C,C,0,2
F1710,E854D,D,C,C,1,2
F1711,E144D,D,C,C,0,0
F1711,E104D,R,C,C,0,0
F1711,E114D,R,C,C,0,0
F1711,E124D,R,C,C,0,0
F1711,E134D,R,C,C,0,0
