read_code,icd9_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
13D3.,V600,G,C,C,0,0
13H8.,V616,G,C,C,0,0
13K3.,V602,G,C,C,0,0
13M3.,7980,G,C,C,0,0
1512.,6272,D,C,C,0,0
1512.,6274,A,C,C,0,0
1512.,2563,R,C,C,0,0
1512.,2961,R,C,C,0,0
1512.,2972,R,C,C,0,0
1512.,2988,R,C,C,0,0
1512.,7163,R,P,C,0,0
151G.,6262,D,C,C,0,0
151G.,6263,A,C,C,0,0
151G.,6270,R,C,C,0,0
1624.,7831,G,C,C,0,0
1632.,7833,G,C,C,0,0
1633.,7833,G,C,C,0,0
1682.,7807,D,C,C,0,0
1682.,3005,R,C,C,0,0
1682.,3008,R,C,C,0,0
1682.,308,R,M,C,0,0
1682.,4289,R,C,C,0,0
1682.,6468,R,C,C,0,0
1682.,7298,R,C,C,0,0
1682.,7844,R,C,C,0,0
1682.,797,R,C,C,0,0
1682.,9926,R,C,P,0,0
16B..,7827,D,C,C,0,0
16B..,7726,R,C,C,0,0
16B2.,7827,G,C,C,0,0
16B3.,7827,D,C,C,0,0
16B3.,287,R,M,C,0,0
16B3.,7726,R,C,C,0,0
16BZ.,7827,D,C,C,0,0
16BZ.,7726,R,C,C,0,0
16C..,7245,D,P,C,0,0
16C..,7241,A,P,C,0,0
16C..,7242,A,P,C,0,0
16C..,3078,R,C,C,0,0
16C3.,7245,D,P,C,0,0
16C3.,7241,A,P,C,0,0
16C3.,7242,A,P,C,0,0
16C4.,7245,D,P,C,0,0
16C4.,7241,A,P,C,0,0
16C4.,7242,A,P,C,0,0
16C6.,7245,D,P,C,0,0
16C6.,7241,A,P,C,0,0
16C6.,7242,A,P,C,0,0
16C6.,3078,R,C,C,0,0
16CZ.,7245,D,P,C,0,0
16CZ.,724,A,M,C,0,0
16CZ.,3078,R,P,C,0,0
1717.,7862,G,C,C,0,0
1736.,7860,G,C,C,0,0
173A.,4939,D,C,C,0,0
173A.,4930,A,C,C,0,0
173A.,4931,A,C,C,0,0
173B.,7863,D,C,C,0,0
173B.,3061,R,C,C,0,0
173B.,493,R,M,C,0,0
1752.,7849,G,C,C,0,0
176..,460,D,C,C,0,0
176..,0900,R,C,C,0,0
176..,095,R,C,C,0,0
176..,3720,R,C,C,0,0
176..,3721,R,C,C,0,0
176..,3810,R,C,C,0,0
176..,3811,R,C,C,0,0
176..,3814,R,C,C,0,0
176..,3815,R,C,C,0,0
176..,462,R,C,C,0,0
176..,4660,R,C,C,0,0
176..,4720,R,C,C,0,0
176..,4721,R,C,C,0,0
176..,4722,R,C,C,0,0
176..,4760,R,C,C,0,0
176..,477,R,M,C,0,0
176..,4871,R,C,C,0,0
176..,490,R,C,C,0,0
176..,4939,R,C,C,0,0
181Z.,7851,D,C,C,0,0
181Z.,3062,R,C,C,0,0
181Z.,427,R,M,C,0,0
182..,7865,D,C,C,0,0
182..,7299,R,P,C,0,0
1823.,7865,G,C,C,0,0
1824.,7865,G,C,C,0,0
1825.,7865,G,C,C,0,0
1826.,7865,G,C,C,0,0
1927.,5277,G,C,C,0,0
1953.,7871,D,C,C,0,0
1953.,5368,R,C,C,0,0
1955.,7871,D,C,C,0,0
1955.,5368,R,C,C,0,0
1962.,7890,D,C,C,0,0
1962.,3064,R,C,C,0,0
1966.,7890,G,C,C,0,0
1969.,7890,G,C,C,0,0
1972.,7890,G,C,C,0,0
1977.,7890,G,C,C,0,0
1978.,7890,G,C,C,0,0
1979.,7890,G,C,C,0,0
198..,7870,D,C,C,0,0
198..,0788,R,C,C,0,0
198..,6430,R,C,C,0,0
198..,9946,R,C,P,0,0
19A..,7873,G,C,C,0,0
19EA.,7879,D,C,C,0,0
19EA.,5640,R,C,C,0,0
19F2.,558,D,C,C,0,0
19F2.,007,R,M,C,0,0
19F2.,008,R,M,C,0,0
19F2.,009,R,M,C,0,0
19F2.,3064,R,C,C,0,0
19F2.,5645,R,C,C,0,0
19F3.,7876,G,C,C,0,0
1A12.,7884,D,C,C,0,0
1A12.,3065,R,C,C,0,0
1A13.,7884,D,C,C,0,0
1A13.,3065,R,C,C,0,0
1A22.,7883,D,C,C,0,0
1A22.,3076,R,C,C,0,0
1A23.,7883,D,C,C,0,0
1A23.,3076,R,C,C,0,0
1A23.,6256,R,C,C,0,0
1A26.,7883,G,C,C,0,0
1A55.,7881,D,C,C,0,0
1A55.,3065,R,C,C,0,0
1A56.,7881,G,C,C,0,0
1A62.,7887,G,C,C,0,0
1AA..,600,G,C,C,0,0
1AC0.,7885,D,C,C,0,0
1AC0.,592,R,M,C,0,0
1AC0.,6343,R,C,C,0,0
1AC0.,6353,R,C,C,0,0
1AC0.,6363,R,C,C,0,0
1AC0.,6373,R,C,C,0,0
1AC0.,6383,R,C,C,0,0
1AC0.,6393,R,C,C,0,0
1AC0.,6693,R,C,C,0,0
1AC0.,7533,R,C,C,0,0
1AC0.,9585,R,C,P,0,0
1AC0.,9610,R,C,P,0,0
1AC0.,9975,R,C,P,0,0
1AC1.,7885,D,C,C,0,0
1AC1.,6343,R,C,C,0,0
1AC1.,6353,R,C,C,0,0
1AC1.,6363,R,C,C,0,0
1AC1.,6373,R,C,C,0,0
1AC1.,6383,R,C,C,0,0
1AC1.,6393,R,C,C,0,0
1AC1.,9975,R,C,P,0,0
1AC2.,7884,G,C,C,0,0
1AZ3.,7886,G,C,C,0,0
1B1D.,3074,G,C,C,0,0
1B1E.,7801,D,C,C,0,0
1B1E.,3681,R,C,C,0,0
1B1L.,3089,D,C,C,0,0
1B1L.,308,A,M,C,0,0
1B1L.,309,R,M,C,0,0
1B75.,3690,D,C,C,0,0
1B75.,369,A,M,C,0,0
1B92.,7845,D,C,C,0,0
1B92.,3079,R,C,C,0,0
1B93.,7845,D,C,C,0,0
1B93.,3079,R,C,C,0,0
1B9Z.,V401,D,C,C,0,0
1B9Z.,3070,R,C,C,0,0
1B9Z.,3079,R,C,C,0,0
1B9Z.,3098,R,C,C,0,0
1B9Z.,3130,R,C,C,0,0
1B9Z.,3132,R,C,C,0,0
1B9Z.,3153,R,C,C,0,0
1B9Z.,7843,R,C,C,0,0
1B9Z.,7844,R,C,C,0,0
1B9Z.,7845,R,C,C,0,0
1BC..,2979,D,C,C,0,0
1BC..,297,A,M,C,0,0
1BC..,2953,R,C,C,0,0
1C131,3899,D,C,C,0,0
1C131,389,A,M,C,0,0
1C2..,3883,D,C,C,0,0
1C2..,3884,A,C,C,0,0
1C22.,3883,D,C,C,0,0
1C22.,3884,A,C,C,0,0
1C23.,3883,D,C,C,0,0
1C23.,3884,A,C,C,0,0
1C24.,3883,D,C,C,0,0
1C24.,3884,A,C,C,0,0
1C25.,3883,D,C,C,0,0
1C25.,3884,A,C,C,0,0
1C2Z.,3883,G,C,C,0,0
1C32.,3887,G,C,C,0,0
1C33.,3887,G,C,C,0,0
1C3Z.,3887,G,C,C,0,0
1C42.,3886,G,C,C,0,0
1C43.,3886,G,C,C,0,0
1C4Z.,3886,G,C,C,0,0
1C62.,7847,G,C,C,0,0
1C6Z.,7847,G,C,C,0,0
1C72.,7860,G,C,C,0,0
1CA..,7844,G,C,C,0,0
1CA2.,7844,G,C,C,0,0
1CAZ.,7844,G,C,C,0,0
1CB2.,7849,G,C,C,0,0
1CB3.,7841,D,C,C,0,0
1CB3.,462,R,C,C,0,0
1CB3.,4721,R,C,C,0,0
1CB3.,7231,R,P,C,0,0
1CB3.,7872,R,C,C,0,0
2233.,7800,D,C,C,0,0
2233.,2429,R,C,C,0,0
2233.,2910,R,C,C,0,0
2233.,2911,R,C,C,0,0
2233.,2930,R,C,C,0,0
2233.,2931,R,C,C,0,0
2233.,2938,R,C,C,0,0
2233.,2939,R,C,C,0,0
2233.,2960,R,C,C,0,0
2233.,3001,R,C,C,0,0
2233.,3089,R,C,C,0,0
2233.,586,R,C,C,0,0
22D8.,7041,D,C,C,0,0
22D8.,7574,R,C,C,0,0
22DA.,7040,G,C,C,0,0
22E2.,3714,G,C,C,0,0
22E3.,3794,G,C,C,0,0
22E5.,3669,D,C,C,0,0
22E5.,366,A,M,C,0,0
22E7.,3763,D,C,C,0,0
22E7.,2420,R,C,C,0,0
22E7.,7436,R,C,C,0,0
22E7.,2599D,D,C,C,0,1
22E7.,242D,R,M,C,0,1
22E7.,3762A,D,C,C,1,1
22E8.,3763,D,C,C,0,0
22E8.,2420,R,C,C,0,0
22E9.,3727,G,C,C,0,0
22EB.,3765,G,C,C,0,0
22H2.,2409,D,C,C,0,0
22H2.,240,A,M,C,0,0
22H2.,241,R,M,C,0,0
22H2.,242,R,M,C,0,0
22H3.,2409,D,C,C,0,0
22H3.,240,A,M,C,0,0
22H3.,241,R,M,C,0,0
22H3.,242,R,M,C,0,0
22I4.,2590,G,C,C,0,0
22J3.,7989,G,C,C,0,0
22J5.,7980,G,C,C,0,0
22L4.,9583,D,C,P,0,0
22L4.,870,R,M,P,0,0
22L4.,871,R,M,P,0,0
22L4.,872,R,M,P,0,0
22L4.,873,R,M,P,0,0
22L4.,874,R,M,P,0,0
22L4.,875,R,M,P,0,0
22L4.,876,R,M,P,0,0
22L4.,877,R,M,P,0,0
22L4.,878,R,M,P,0,0
22L4.,879,R,M,P,0,0
22L4.,880,R,M,P,0,0
22L4.,881,R,M,P,0,0
22L4.,882,R,M,P,0,0
22L4.,883,R,M,P,0,0
22L4.,884,R,M,P,0,0
22L4.,885,R,M,P,0,0
22L4.,886,R,M,P,0,0
22L4.,887,R,M,P,0,0
22L4.,890,R,M,P,0,0
22L4.,891,R,M,P,0,0
22L4.,892,R,M,P,0,0
22L4.,893,R,M,P,0,0
22L4.,894,R,M,P,0,0
22L4.,895,R,M,P,0,0
22L4.,896,R,M,P,0,0
22L4.,897,R,M,P,0,0
22L4.,9985,R,C,P,0,0
237..,7383,D,C,C,0,0
237..,2681,R,C,C,0,0
237..,7548,R,C,C,0,0
2371.,7383,D,C,C,0,0
2371.,2681,R,C,C,0,0
2371.,7548,R,C,C,0,0
2372.,7383,D,C,C,0,0
2372.,2681,D,C,C,1,0
2373.,7383,D,C,C,0,0
2373.,2681,R,C,C,0,0
2373.,7548,R,C,C,0,0
2374.,7383,D,C,C,0,0
2374.,2681,D,C,C,1,0
2375.,7383,D,C,C,0,0
2375.,2681,R,C,C,0,0
2375.,7548,R,C,C,0,0
2376.,7373,D,C,C,0,0
2376.,4161,R,C,C,0,0
2376.,7561,R,C,C,0,0
2376.,2681D,D,C,C,0,1
2376.,0150D,R,C,C,0,1
2376.,7374A,D,C,C,1,1
2377.,7200,G,C,C,0,0
2378.,7383,D,C,C,0,0
2378.,2681,R,C,C,0,0
2378.,7548,R,C,C,0,0
237Z.,7383,D,C,C,0,0
237Z.,2681,R,C,C,0,0
237Z.,7548,R,C,C,0,0
23E1.,514,D,C,C,0,0
23E1.,4281,R,C,C,0,0
23E1.,5061,R,C,C,0,0
23E1.,5064,R,C,C,0,0
23E1.,508,R,M,C,0,0
23E1.,5184,R,C,C,0,0
23E1.,9932,R,C,P,0,0
23E1.,9941,R,C,P,0,0
23E3.,0112,D,C,C,0,0
23E3.,0108,R,C,C,0,0
23E3.,5188,R,C,C,0,0
23E5.,515,D,C,C,0,0
23E5.,0114,R,C,C,0,0
23E5.,4950,R,C,C,0,0
23E5.,4951,R,C,C,0,0
23E5.,500,R,C,C,0,0
23E5.,501,R,C,C,0,0
23E5.,502,R,C,C,0,0
23E5.,503,R,C,C,0,0
23E5.,504,R,C,C,0,0
23E5.,505,R,C,C,0,0
23E5.,5064,R,C,C,0,0
23E5.,5081,R,C,C,0,0
23E5.,5163,R,C,C,0,0
2456.,4429,D,C,C,0,0
2456.,442,A,M,C,0,0
2456.,4373,R,C,C,0,0
2456.,441,R,M,C,0,0
2456.,747,R,M,C,0,0
2523.,5285,D,C,C,0,0
2523.,2660,R,C,C,0,0
2524.,0549,D,C,C,0,0
2524.,0368,R,C,C,0,0
2533.,5289,G,C,C,0,0
2542.,5210,G,C,C,0,0
2546.,5217,D,C,C,0,0
2546.,5236,R,C,C,0,0
2552.,5231,D,C,C,0,0
2552.,5230,A,C,C,0,0
2552.,5234,A,C,C,0,0
2552.,101,R,C,C,0,0
2552.,2652,R,C,C,0,0
2555.,5238,G,C,C,0,0
2564.,5290,D,C,C,0,0
2564.,5291,A,C,C,0,0
2564.,5292,A,C,C,0,0
2564.,5294,A,C,C,0,0
2564.,2652,R,C,C,0,0
2566.,5295,D,C,C,0,0
2566.,7501,R,C,C,0,0
2568.,5286,G,C,C,0,0
25O..,7895,D,C,C,0,0
25O..,014,R,C,C,0,0
25O..,095,R,C,C,0,0
25O..,1259,R,C,C,0,0
25O..,4578,R,C,C,0,0
25O..,7190,R,C,P,0,0
25O..,7780,R,C,C,0,0
25O2.,7895,G,C,C,0,0
25O3.,7895,G,C,C,0,0
25O4.,7895,G,C,C,0,0
25OZ.,7895,D,C,C,0,0
25OZ.,014,R,C,C,0,0
25OZ.,095,R,C,C,0,0
25OZ.,1259,R,C,C,0,0
25OZ.,4578,R,C,C,0,0
25OZ.,7190,R,C,C,0,0
25OZ.,7780,R,C,C,0,0
2B51.,7846,D,C,C,0,0
2B51.,3151,R,C,C,0,0
2BF2.,3794,G,C,C,0,0
2BF3.,3794,G,C,C,0,0
2BF4.,3794,G,C,C,0,0
2G33.,7038,D,C,C,0,0
2G33.,7575,R,C,C,0,0
3165.,V722,G,C,C,0,0
3217.,7943,G,C,C,0,0
324..,7943,G,C,C,0,0
3242.,7943,G,C,C,0,0
324Z.,7943,G,C,C,0,0
325..,7943,G,C,C,0,0
3252.,7943,G,C,C,0,0
325Z.,7943,G,C,C,0,0
3272.,7943,G,C,C,0,0
3273.,7943,G,C,C,0,0
3274.,7943,G,C,C,0,0
328..,7943,G,C,C,0,0
3282.,7943,G,C,C,0,0
3283.,7943,G,C,C,0,0
328Z.,7943,G,C,C,0,0
329..,7943,G,C,C,0,0
3292.,7943,G,C,C,0,0
3293.,7943,G,C,C,0,0
3294.,7943,G,C,C,0,0
3295.,7943,G,C,C,0,0
3296.,7943,G,C,C,0,0
3297.,7943,G,C,C,0,0
3298.,7943,G,C,C,0,0
3299.,7943,G,C,C,0,0
329A.,7943,G,C,C,0,0
329Z.,7943,G,C,C,0,0
3614.,V587,D,C,C,0,0
3614.,V586,A,C,C,0,0
3852.,7828,G,C,C,0,0
3931.,7876,G,C,C,0,0
39C1.,7070,G,C,C,0,0
39C2.,7070,G,C,C,0,0
39C3.,7070,G,C,C,0,0
42H3.,2888,G,C,C,0,0
42P3.,2387,G,C,C,0,0
44D2.,7948,G,C,C,0,0
4512.,7944,G,C,C,0,0
49...,V262,G,C,C,0,0
5242.,7930,G,C,C,0,0
6161.,V251,G,C,C,0,0
621..,V222,G,C,C,0,0
6211.,V220,D,C,C,0,0
6211.,V221,A,C,C,0,0
6212.,V220,D,C,C,0,0
6212.,V221,A,C,C,0,0
6213.,V220,D,C,C,0,0
6213.,V221,A,C,C,0,0
6214.,V220,D,C,C,0,0
6214.,V221,A,C,C,0,0
6214.,V724,R,C,C,0,0
6215.,V220,D,C,C,0,0
6215.,V221,A,C,C,0,0
6215.,V724,R,C,C,0,0
6216.,V220,D,C,C,0,0
6216.,V221,A,C,C,0,0
621Z.,V222,G,C,C,0,0
62J..,V733,G,C,C,0,0
62JZ.,V733,G,C,C,0,0
62O5.,6598,G,C,C,0,0
62T1.,6484,D,C,C,0,0
62T1.,3004,R,C,C,0,0
6331.,V270,D,C,C,0,0
6331.,V30,R,M,C,0,0
6332.,V271,D,C,C,0,0
6332.,V30,R,M,C,0,0
6333.,V272,D,C,C,0,0
6333.,V31,R,M,C,0,0
6355.,7662,D,C,C,0,0
6355.,645,R,C,C,0,0
63C7.,6484,D,C,C,0,0
63C7.,6554,R,C,C,0,0
651..,V030,D,C,C,0,0
651..,V060,R,C,C,0,0
653..,V032,G,C,C,0,0
654..,V061,D,C,C,0,0
654..,V062,A,C,C,0,0
654..,V063,A,C,C,0,0
654..,V035,R,C,C,0,0
654Z.,V061,D,C,C,0,0
654Z.,V062,A,C,C,0,0
654Z.,V063,A,C,C,0,0
654Z.,V035,R,C,C,0,0
655..,V036,D,C,C,0,0
655..,V062,R,C,C,0,0
655..,V063,R,C,C,0,0
6573.,V033,G,C,C,0,0
6574.,V034,G,C,C,0,0
659..,V041,G,C,C,0,0
65A..,V042,D,C,C,0,0
65A..,V064,R,C,C,0,0
65B..,V043,D,C,C,0,0
65B..,V064,R,C,C,0,0
65C..,V044,G,C,C,0,0
65D..,V045,G,C,C,0,0
65E..,V048,G,C,C,0,0
65F5.,V046,D,C,C,0,0
65F5.,V064,R,C,C,0,0
65G1.,V052,G,C,C,0,0
65P..,V019,D,C,C,0,0
65P..,V01,A,M,C,0,0
65Q..,V029,D,C,C,0,0
65Q..,V02,A,M,C,0,0
65Q1.,V020,G,C,C,0,0
65Q2.,V021,G,C,C,0,0
65Q7.,V026,G,C,C,0,0
65Q8.,V027,G,C,C,0,0
65QC.,V022,G,C,C,0,0
65QD.,V024,G,C,C,0,0
663N.,4939,D,C,C,0,0
663N.,493,A,M,C,0,0
663O.,4939,D,C,C,0,0
663O.,493,A,M,C,0,0
6689.,3690,G,C,C,0,0
66AJ0,7906,D,C,C,0,0
66AJ0,2513,R,C,C,0,0
66AJ1,2500,D,P,C,0,0
66AJ1,7751,R,C,C,0,0
66AJ2,2505D,G,P,M,0,0
66K9.,V536,G,C,C,0,0
6771.,V263,G,C,C,0,0
6822.,V731,G,C,C,0,0
6823.,V732,G,C,C,0,0
6824.,V734,G,C,C,0,0
6832.,V745,G,C,C,0,0
6833.,V748,G,C,C,0,0
6834.,V748,G,C,C,0,0
6835.,V740,G,C,C,0,0
6836.,V742,G,C,C,0,0
6837.,V743,G,C,C,0,0
6838.,V744,G,C,C,0,0
6839.,V746,G,C,C,0,0
6841.,V751,G,C,C,0,0
6843.,V752,G,C,C,0,0
6844.,V753,G,C,C,0,0
6845.,V754,G,C,C,0,0
6846.,V755,G,C,C,0,0
6847.,V756,G,C,C,0,0
6871.,V770,G,C,C,0,0
6872.,V771,G,C,C,0,0
6873.,V772,G,C,C,0,0
6876.,V775,G,C,C,0,0
6877.,V776,G,C,C,0,0
6881.,V780,G,C,C,0,0
6883.,V782,G,C,C,0,0
6891.,V790,G,C,C,0,0
6894.,V792,G,C,C,0,0
68A2.,V801,G,C,C,0,0
68A3.,V802,G,C,C,0,0
68B1.,V811,G,C,C,0,0
68B2.,V810,G,C,C,0,0
68D1.,V815,G,C,C,0,0
68F1.,V821,G,C,C,0,0
68J..,V825,G,C,C,0,0
70511,9579,G,C,C,0,0
7F150,6522,G,C,C,0,0
7F225,6500,D,C,C,0,0
7F225,6501,A,C,C,0,0
8721.,V461,G,C,C,0,0
8E21.,V573,G,C,C,0,0
8E93.,V570,G,C,C,0,0
8F3..,V572,G,C,C,0,0
8F8..,V669,D,C,C,0,0
8F8..,V66,A,M,C,0,0
8F81.,V660,G,C,C,0,0
8F83.,V661,G,C,C,0,0
8F84.,V662,G,C,C,0,0
8F86.,V664,G,C,C,0,0
8HB3.,V670,D,C,C,0,0
8HB3.,V674,A,C,C,0,0
8HB3.,V676,A,C,C,0,0
8I12.,V631,G,C,C,0,0
A001.,0011,G,C,C,0,0
A00z.,0019,G,C,C,0,0
A01..,0029,D,C,C,0,0
A01..,002,A,M,C,0,0
A011.,0021,E,C,C,0,0
A012.,0022,E,C,C,0,0
A013.,0023,E,C,C,0,0
A01z.,0029,G,C,C,0,0
A02..,0039,D,C,C,0,0
A02..,003,A,M,C,0,0
A021.,0031,G,C,C,0,0
A022.,0032,G,C,C,0,0
A0220,0032,G,C,C,0,0
A0222,0032D,D,C,C,0,0
A0222,4848A,D,C,C,1,0
A0223,0032D,D,C,C,0,0
A0223,7113A,D,P,C,1,0
A0224,0032D,D,C,C,0,0
A0224,7302A,D,P,C,1,0
A022z,0032,G,C,C,0,0
A02y.,0038,G,C,C,0,0
A02z.,0039,G,C,C,0,0
A03..,0049,D,C,C,0,0
A03..,004,A,M,C,0,0
A031.,0041,G,C,C,0,0
A032.,0042,G,C,C,0,0
A03y.,0048,G,C,C,0,0
A03z.,0049,G,C,C,0,0
A04..,0059,D,C,C,0,0
A04..,005,A,M,C,0,0
A042.,0052,E,C,C,0,0
A043.,0053,G,C,C,0,0
A044.,0054,E,C,C,0,0
A04y.,0058,G,C,C,0,0
A04z.,0059,G,C,C,0,0
A05..,0069,D,C,C,0,0
A05..,006,A,M,C,0,0
A050.,0060,G,C,C,0,0
A051.,0061,G,C,C,0,0
A052.,0062,D,C,C,0,0
A052.,0061,A,C,C,0,0
A053.,0063,E,C,C,0,0
A054.,0064,E,C,C,0,0
A055.,0065,G,C,C,0,0
A056.,0066,G,C,C,0,0
A05y.,0068,G,C,C,0,0
A05y0,0068,G,C,C,0,0
A05y1,0068,G,C,C,0,0
A05y2,0068,G,C,C,0,0
A05yz,0068,G,C,C,0,0
A05z.,0069,G,C,C,0,0
A06..,0079,D,C,C,0,0
A06..,007,A,M,C,0,0
A060.,0070,E,C,C,0,0
A063.,0073,G,C,C,0,0
A06y.,0078,G,C,C,0,0
A06z.,0079,G,C,C,0,0
A07..,0088,D,C,C,0,0
A07..,008,A,M,C,0,0
A070.,0080,G,C,C,0,0
A071.,0081,G,C,C,0,0
A072.,0082,G,C,C,0,0
A073.,0083,G,C,C,0,0
A0730,0083,G,C,C,0,0
A0731,0083,G,C,C,0,0
A073z,0083,G,C,C,0,0
A074.,0084,G,C,C,0,0
A074y,0084,G,C,C,0,0
A074z,0084,G,C,C,0,0
A075.,0085,G,C,C,0,0
A0760,0086,G,C,C,0,0
A0761,0086,G,C,C,0,0
A0762,0086,G,C,C,0,0
A076z,0086,G,C,C,0,0
A07y.,0088,G,C,C,0,0
A07y0,0080,G,C,C,0,0
A07z.,0088,D,C,C,0,0
A07z.,008,A,M,C,0,0
A080.,0090,G,C,C,0,0
A0801,0093,D,C,C,0,0
A0801,009,A,M,C,0,0
A0801,008,R,M,C,0,0
A0801,558,R,C,C,0,0
A0802,0093,D,C,C,0,0
A0802,009,A,M,C,0,0
A0802,008,R,M,C,0,0
A0802,558,R,C,C,0,0
A0803,0090,G,C,C,0,0
A0804,0090,G,C,C,0,0
A0805,0090,G,C,C,0,0
A080z,0090,G,C,C,0,0
A0810,0091,G,C,C,0,0
A081z,0091,G,C,C,0,0
A0820,0092,G,C,C,0,0
A082z,0092,G,C,C,0,0
A08z.,0091,D,C,C,0,0
A08z.,009,A,M,C,0,0
A1...,0119,D,P,C,0,0
A1...,011,A,M,C,0,0
A10..,0109,D,P,C,0,0
A10..,010,A,M,C,0,0
A100.,0100,E,P,C,0,0
A101.,0101,G,P,C,0,0
A10y.,0108,G,P,C,0,0
A10z.,0109,G,P,C,0,0
A11..,0119,D,P,C,0,0
A11..,011,A,M,C,0,0
A110.,0110,G,P,C,0,0
A111.,0111,G,P,C,0,0
A112.,0112,G,P,C,0,0
A113.,0113,D,P,C,0,0
A113.,0122,R,P,C,0,0
A113.,7712,R,C,C,0,0
A114.,0114,G,P,C,0,0
A115.,0115,E,P,P,0,0
A116.,0116,E,P,P,0,0
A117.,0117,E,P,C,0,0
A11y.,0118,G,P,C,0,0
A11z.,0119,G,P,C,0,0
A12..,0128,D,P,C,0,0
A12..,012,A,M,C,0,0
A120.,0120,D,P,C,0,0
A120.,0101,R,P,C,0,0
A120.,5119,R,C,C,0,0
A120.,7712,R,C,C,0,0
A1201,0120,G,P,C,0,0
A1202,0120,G,P,C,0,0
A120z,0120,G,P,C,0,0
A121.,0121,G,P,C,0,0
A1210,0121,G,P,C,0,0
A1211,0121,G,P,C,0,0
A1212,0121,G,P,C,0,0
A121z,0121,G,P,C,0,0
A122.,0122,G,P,C,0,0
A122z,0122,G,P,C,0,0
A123.,0123,G,P,C,0,0
A124.,0119,D,P,C,0,0
A124.,011,A,M,C,0,0
A124.,012,R,M,C,0,0
A1240,0119,G,P,C,0,0
A1241,0119,G,P,C,0,0
A1242,0119,G,P,C,0,0
A1243,0119,G,P,C,0,0
A1244,0121,G,P,C,0,0
A1245,0128,D,P,C,0,0
A1245,0122,A,P,C,0,0
A1245,0123,A,P,C,0,0
A1246,0120,G,P,C,0,0
A1247,0100,G,P,C,0,0
A125.,0119,G,P,C,0,0
A1250,0119,G,P,C,0,0
A1251,0119,G,P,C,0,0
A1252,0100,G,P,C,0,0
A12y.,0128,G,P,C,0,0
A12y0,0128,G,P,C,0,0
A12y1,0128,G,P,C,0,0
A12y2,0128,G,P,C,0,0
A12y3,0128,G,P,C,0,0
A12yz,0128,G,P,C,0,0
A13..,0139,D,P,C,0,0
A13..,013,A,M,C,0,0
A1300,0130D,D,P,C,0,0
A1300,3204A,D,C,C,1,0
A1301,0130D,D,P,C,0,0
A1301,3204A,D,C,C,1,0
A1302,0130D,D,P,C,0,0
A1302,3204A,D,C,C,1,0
A1303,0130D,D,P,C,0,0
A1303,3204A,D,C,C,1,0
A130z,0130D,D,P,C,0,0
A130z,3204A,D,C,C,1,0
A131.,0131D,D,P,C,0,0
A131.,3492A,D,C,C,1,0
A132.,0138D,D,P,C,0,0
A132.,3492A,D,C,C,1,0
A136.,0138D,D,P,C,0,0
A136.,3234A,D,C,C,1,0
A1361,0138D,D,P,C,0,0
A1361,3234A,D,C,C,1,0
A136z,0138D,D,P,C,0,0
A136z,3234A,D,C,C,1,0
A13y.,0138,G,P,C,0,0
A13z.,0139,G,P,C,0,0
A14..,014,G,P,C,0,0
A140.,014D,D,P,C,0,0
A140.,5670A,D,C,C,1,0
A140.,7712,D,C,C,0,1
A14y.,014,G,P,C,0,0
A14y0,014,G,P,C,0,0
A14y1,014,G,P,C,0,0
A14y2,014,G,P,C,0,0
A14y3,014,G,P,C,0,0
A14y4,014,G,P,C,0,0
A14y5,014,G,P,C,0,0
A14yz,014,G,P,C,0,0
A14z.,014,G,P,C,0,0
A151.,0151,G,P,C,0,0
A152.,0152,G,P,C,0,0
A153.,0157,G,P,C,0,0
A154.,0157D,D,P,C,0,0
A154.,3831A,D,C,C,1,0
A15x.,0157,G,P,C,0,0
A15y.,0158,G,P,C,0,0
A15z.,0159,G,P,C,0,0
A16..,0169,D,P,C,0,0
A16..,016,A,M,C,0,0
A160.,0160,G,P,C,0,0
A1600,0160D,D,P,C,0,0
A1600,5838A,D,C,C,1,0
A1601,0160D,D,P,C,0,0
A1601,5908A,D,C,C,1,0
A1602,0160D,D,P,C,0,0
A1602,5908A,D,C,C,1,0
A160z,0160,G,P,C,0,0
A162.,0161D,D,P,C,0,0
A162.,5938A,D,C,C,1,0
A163.,0161,G,P,C,0,0
A164.,0162D,D,P,C,0,0
A164.,6049A,D,C,C,1,0
A165.,0163,G,P,C,0,0
A1651,0163D,D,P,C,0,0
A1651,6088A,D,C,C,1,0
A1652,0163D,D,P,C,0,0
A1652,6088A,D,C,C,1,0
A165z,0163,G,P,C,0,0
A166.,0164,G,P,C,0,0
A1660,0164D,D,P,C,0,0
A1660,6142A,D,C,C,1,0
A1661,0164D,D,P,C,0,0
A1661,6142A,D,C,C,1,0
A166z,0164,G,P,C,0,0
A167.,0164,G,P,C,0,0
A1670,0164,G,P,C,0,0
A1671,0164,G,P,C,0,0
A167z,0164,G,P,C,0,0
A16z.,0169,G,P,C,0,0
A17..,0178,D,P,C,0,0
A17..,017,A,M,C,0,0
A1700,0170,D,P,C,0,0
A1700,6954,R,C,C,0,0
A1700,7100,R,P,C,0,0
A1702,0170,D,P,C,0,0
A1702,6954,R,C,C,0,0
A1702,7100,R,P,C,0,0
A1703,0170,G,P,C,0,0
A1706,0170,G,P,C,0,0
A1707,0170,G,P,C,0,0
A1708,0170,G,P,C,0,0
A170z,0170,G,P,C,0,0
